algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Classic MCTS,pos_16,opening,16,186255,5124.83,36349,1005.94,b1c3,2,1.04,1
Pure Alpha-Beta,pos_17,opening,7,22147190,5000.27,4429438,0.01,b1c3,11,10.54,0
Full Alpha-Beta,pos_17,opening,18,12714242,5000.77,2542848,0.01,b1c3,40,2.92,0
MTD(f),pos_17,opening,8,11292745,5001.96,2258097,0.09,b1c3,35,15.14,0
NegaScout,pos_17,opening,7,22712435,5000.58,4542487,0.01,b1c3,11,9.56,0
MCTS,pos_17,opening,20,6147685,5598.23,1098193,1000.10,g1f3,32,1.15,0
Classic MCTS,pos_17,opening,16,167042,5144.63,32473,1037.90,f2f3,7,1.04,2
Pure Alpha-Beta,pos_18,opening,7,23412911,5000.50,4682582,0.01,g1f3,-20,11.29,2
Full Alpha-Beta,pos_18,opening,17,12603604,5000.60,2520720,0.02,d2d4,0,2.59,1
MTD(f),pos_18,opening,8,12316736,5000.34,2463347,0.05,g1f3,5,14.18,2
NegaScout,pos_18,opening,7,23117887,5000.23,4623577,0.01,g1f3,-20,10.10,2
MCTS,pos_18,opening,20,6622608,5657.80,1170692,1002.54,d1a4,7,1.21,1
Classic MCTS,pos_18,opening,16,169846,5059.41,33573,1034.18,f1e2,2,1.05,4
Pure Alpha-Beta,pos_19,opening,9,24449126,5000.55,4889825,0.02,g4f5,25,6.10,1
Full Alpha-Beta,pos_19,opening,18,13185201,5001.04,2636512,0.03,g4f5,20,3.80,3
MTD(f),pos_19,opening,8,13758528,5001.11,2751155,0.10,g4f5,60,10.51,1
NegaScout,pos_19,opening,9,32444467,5000.22,6488893,0.03,g4f5,25,5.32,1
MCTS,pos_19,opening,20,6386374,5708.87,1118846,1002.64,g4f5,34,1.16,0
Classic MCTS,pos_19,opening,16,182845,5008.81,36510,1032.08,g4g5,5,1.05,1
Pure Alpha-Beta,pos_20,opening,8,23568478,5000.18,4713695,0.01,b1c3,50,9.03,0
Full Alpha-Beta,pos_20,opening,16,12824737,5000.90,2564947,0.01,d2d4,40,4.20,3
MTD(f),pos_20,opening,8,11837503,5001.19,2367027,0.09,b1c3,50,9.12,0
NegaScout,pos_20,opening,8,24080475,5000.60,4816095,0.01,b1c3,50,7.79,0
MCTS,pos_20,opening,20,5675081,5903.36,961389,1001.34,b1c3,37,1.39,0
Classic MCTS,pos_20,opening,16,181167,5008.04,36175,1017.78,h2h4,3,1.05,1
Pure Alpha-Beta,pos_21,opening,8,29962279,5001.06,5991257,0.01,g1f3,35,7.86,1
Full Alpha-Beta,pos_21,opening,16,13365341,5000.36,2673068,0.01,g1f3,15,2.46,1
MTD(f),pos_21,opening,8,10702907,5002.23,2139725,0.06,g1f3,35,9.03,1
NegaScout,pos_21,opening,8,31064156,5000.67,6212831,0.01,g1f3,35,7.34,1
MCTS,pos_21,opening,20,6310014,5779.10,1091886,1000.08,g1f3,19,1.29,0
Classic MCTS,pos_21,opening,16,187181,5124.98,36530,1013.58,g2g4,3,1.02,1
Pure Alpha-Beta,pos_22,opening,7,23154747,5000.59,4630949,0.01,b1c3,0,9.97,0
Full Alpha-Beta,pos_22,opening,15,11985116,5001.45,2396543,0.02,d2d4,35,3.70,1
MTD(f),pos_22,opening,8,12128290,5001.29,2425172,0.11,b1c3,35,10.50,0
NegaScout,pos_22,opening,8,24133764,5000.25,4826752,0.01,b1c3,35,8.19,0
MCTS,pos_22,opening,20,5277630,5715.27,923469,1002.09,d2d4,15,1.29,0
Classic MCTS,pos_22,opening,16,173791,5121.13,33936,1046.15,f3f4,6,1.04,1
Pure Alpha-Beta,pos_23,opening,7,19558461,5001.16,3910910,0.03,h3f4,-50,9.22,2
Full Alpha-Beta,pos_23,opening,16,12148914,5000.19,2429782,0.04,h3f4,-45,2.77,4
MTD(f),pos_23,opening,8,10641497,5000.04,2128299,0.09,h3f4,-20,7.97,2
NegaScout,pos_23,opening,8,20447351,5001.09,4088652,0.03,h3f4,-20,8.12,2
MCTS,pos_23,opening,20,5948415,5749.11,1034686,1002.74,h3f4,-23,1.26,0
Classic MCTS,pos_23,opening,16,173938,5069.18,34314,1032.66,h3f4,7,1.04,3
Pure Alpha-Beta,pos_24,opening,8,25219114,5000.03,5043822,0.01,b1c3,10,9.28,2
Full Alpha-Beta,pos_24,opening,16,11874441,5000.88,2374888,0.01,e2e4,15,2.71,3
MTD(f),pos_24,opening,10,19902531,5000.39,3980506,0.06,e2e4,0,5.70,1
NegaScout,pos_24,opening,8,25239626,5000.41,5047925,0.01,b1c3,10,7.99,2
MCTS,pos_24,opening,20,5721845,5653.74,1012178,1001.82,b1c3,20,1.39,1
Classic MCTS,pos_24,opening,16,185255,5114.47,36225,1036.28,c2c4,2,1.01,0
Pure Alpha-Beta,pos_25,opening,7,22368330,5000.65,4473666,0.02,d4d5,-35,9.55,1
Full Alpha-Beta,pos_25,opening,17,12681315,5000.66,2536263,0.02,b1c3,-12,2.20,2
MTD(f),pos_25,opening,8,11886715,5000.50,2377343,0.02,b1c3,-11,13.22,2
NegaScout,pos_25,opening,8,25092186,5000.50,5018437,0.01,b1c3,-11,7.83,2
MCTS,pos_25,opening,20,5961603,5622.34,1060406,1002.23,b1c3,-32,1.35,0
Classic MCTS,pos_25,opening,16,175369,5009.37,35010,1024.08,a2a3,4,1.05,3
Pure Alpha-Beta,pos_26,opening,9,24645811,5000.70,4929162,0.02,f4g5,10,6.23,1
Full Alpha-Beta,pos_26,opening,18,12214575,5001.09,2442426,0.06,f4g5,21,2.10,1
MTD(f),pos_26,opening,8,13979701,5000.48,2795940,0.07,f4g5,55,4.99,1
NegaScout,pos_26,opening,9,25882749,5000.74,5176549,0.02,f4g5,10,6.01,1
MCTS,pos_26,opening,20,6544501,5655.08,1157294,1003.28,f4g5,3,1.28,0
Classic MCTS,pos_26,opening,16,172428,5008.74,34430,1007.17,a1a3,6,1.06,1
Pure Alpha-Beta,pos_27,opening,8,34918477,5000.28,6983695,0.01,b1c3,0,7.74,0
Full Alpha-Beta,pos_27,opening,18,12689592,5000.65,2537918,0.01,e2e4,0,2.68,1
MTD(f),pos_27,opening,8,11575398,5001.40,2314616,0.03,b1c3,0,18.16,0
NegaScout,pos_27,opening,8,35508285,5000.20,7101657,0.01,b1c3,0,6.78,0
MCTS,pos_27,opening,20,5742713,5787.02,992347,1010.92,g1f3,-17,1.45,1
Classic MCTS,pos_27,opening,16,178266,5013.55,35560,1037.59,c2c4,4,1.04,1
Pure Alpha-Beta,pos_28,opening,8,26615898,5000.35,5323179,0.01,b1c3,40,7.82,2
Full Alpha-Beta,pos_28,opening,18,12345574,5001.49,2468621,0.02,b1c3,35,2.70,2
MTD(f),pos_28,opening,8,13770842,5001.27,2753617,0.07,b1c3,40,8.11,2
NegaScout,pos_28,opening,8,29007939,5000.29,5801587,0.01,b1c3,40,6.86,2
MCTS,pos_28,opening,20,6056116,5807.16,1042899,1008.14,b1c3,27,1.36,0
Classic MCTS,pos_28,opening,16,183627,5013.81,36630,1021.78,b2b4,4,1.06,3
Pure Alpha-Beta,pos_29,opening,7,19443793,5000.16,3888758,0.01,g1f3,-25,9.57,3
Full Alpha-Beta,pos_29,opening,16,11714720,5002.03,2342007,0.02,g1f3,-12,3.33,0
MTD(f),pos_29,opening,9,15069244,5001.28,3013246,0.04,e2e3,-15,10.09,3
NegaScout,pos_29,opening,8,22990929,5000.97,4598185,0.01,g1f3,-10,8.38,3
MCTS,pos_29,opening,20,5987747,5750.96,1041347,1004.52,e2e4,-2,1.38,1
Classic MCTS,pos_29,opening,16,181946,5010.78,36316,1009.58,h2h3,4,1.07,0
Pure Alpha-Beta,pos_30,opening,7,20545571,5000.88,4109114,0.03,h3g5,-68,8.89,0
Full Alpha-Beta,pos_30,opening,17,12542178,5000.83,2508435,0.03,h3g5,-26,2.38,0
MTD(f),pos_30,opening,9,10731614,5001.09,2145893,0.06,h3g5,-65,4.43,0
NegaScout,pos_30,opening,7,20672606,5000.45,4134521,0.04,h3g5,-68,8.16,0
MCTS,pos_30,opening,20,7944653,5598.30,1419194,1006.19,h3g5,-32,1.29,0
Classic MCTS,pos_30,opening,16,177652,5009.38,35466,1004.32,h4h5,6,1.07,1
Pure Alpha-Beta,pos_31,opening,7,22360131,5000.74,4472026,0.01,b1c3,-25,9.82,0
Full Alpha-Beta,pos_31,opening,16,12353830,5001.10,2470271,0.01,b1c3,-9,2.38,0
MTD(f),pos_31,opening,8,12173445,5001.74,2434202,0.01,b1c3,0,23.76,0
NegaScout,pos_31,opening,8,23629973,5000.82,4725994,0.01,b1c3,0,8.23,0
MCTS,pos_31,opening,20,5900062,5799.26,1017427,1005.19,b1c3,0,1.15,1
Classic MCTS,pos_31,opening,16,166826,5011.73,33291,1044.84,g3g4,3,1.05,3
Pure Alpha-Beta,pos_32,opening,8,22925457,5000.43,4585091,0.06,b1c3,40,8.37,0
Full Alpha-Beta,pos_32,opening,16,11612248,5000.28,2322449,0.09,b1c3,15,3.24,0
MTD(f),pos_32,opening,8,10817603,5001.93,2163087,0.15,b1c3,40,7.91,0
NegaScout,pos_32,opening,8,25604229,5000.14,5120845,0.01,b1c3,40,7.53,0
MCTS,pos_32,opening,20,5267933,29037.35,181421,1004.21,d2d4,28,0.79,0
Classic MCTS,pos_32,opening,16,192293,5030.57,38229,1031.88,g2g4,7,0.99,0
Pure Alpha-Beta,pos_33,opening,8,23515233,5000.05,4703046,0.01,b1c3,35,8.24,0
Full Alpha-Beta,pos_33,opening,17,12464297,5000.44,2492859,0.01,b1c3,13,2.83,2
MTD(f),pos_33,opening,8,11399213,5000.69,2279842,0.14,b1c3,35,6.03,0
NegaScout,pos_33,opening,8,23761009,5000.34,4752201,0.01,b1c3,35,7.30,0
MCTS,pos_33,opening,20,5643470,5449.06,1035689,1002.21,b1c3,19,1.14,0
Classic MCTS,pos_33,opening,16,221793,7415.38,29911,1022.12,b1c3,4,1.11,0
Pure Alpha-Beta,pos_34,opening,8,24023155,5000.83,4804631,0.04,b4b5,-15,7.96,1
Full Alpha-Beta,pos_34,opening,18,12599595,5001.66,2519415,0.05,b4b5,-20,2.05,1
MTD(f),pos_34,opening,8,11616385,5000.92,2323277,0.49,b4b5,-15,4.42,1
NegaScout,pos_34,opening,7,20697111,5000.42,4139422,0.04,b4b5,-45,7.67,1
MCTS,pos_34,opening,20,7881788,9750.40,808388,1003.54,b4b5,-24,1.20,0
Classic MCTS,pos_34,opening,16,174577,5009.30,34852,1042.64,d2d3,3,1.03,3
Pure Alpha-Beta,pos_35,opening,8,28647474,5000.44,5729494,0.01,b1c3,55,7.45,0
Full Alpha-Beta,pos_35,opening,17,12800146,5000.83,2560029,0.01,b1c3,36,2.41,0
MTD(f),pos_35,opening,8,11452452,5000.12,2290490,0.06,b1c3,55,6.87,0
NegaScout,pos_35,opening,8,26660893,5000.79,5332178,0.01,b1c3,55,6.51,0
MCTS,pos_35,opening,20,6731210,6858.33,981512,1001.25,g1f3,33,1.09,1
Classic MCTS,pos_35,opening,16,183835,5055.12,36366,1016.49,b2b4,5,1.05,3
Pure Alpha-Beta,pos_36,opening,8,23679073,5000.84,4735814,0.01,b1c3,30,8.78,0
Full Alpha-Beta,pos_36,opening,16,10666078,5000.01,2133215,0.01,d2d4,10,3.75,1
MTD(f),pos_36,opening,8,11501611,5001.29,2299862,0.07,b1c3,30,10.07,0
NegaScout,pos_36,opening,8,26198124,5000.52,5239624,0.01,b1c3,30,7.66,0
MCTS,pos_36,opening,20,6316024,6332.96,997476,1003.05,b1c3,13,0.99,0
Classic MCTS,pos_36,opening,16,185908,5108.24,36395,1008.85,c2c3,3,1.07,3
Pure Alpha-Beta,pos_37,opening,7,21700726,5000.02,4340145,0.01,e2e4,20,13.59,3
Full Alpha-Beta,pos_37,opening,16,12267672,5001.49,2453043,0.11,e2e4,45,2.27,2
MTD(f),pos_37,opening,8,17965161,5001.12,3592313,0.13,e2e4,10,7.07,2
NegaScout,pos_37,opening,7,22126670,5000.26,4425334,0.02,e2e4,20,11.27,3
MCTS,pos_37,opening,20,5545369,5794.48,957088,1000.16,b1c3,3,1.15,0
Classic MCTS,pos_37,opening,16,175965,5104.80,34475,1009.23,b2b4,5,1.07,1
Pure Alpha-Beta,pos_38,opening,8,25722982,5000.73,5144596,0.01,b1c3,10,8.11,4
Full Alpha-Beta,pos_38,opening,18,12787924,5001.52,2557073,0.01,e2e4,5,2.92,4
MTD(f),pos_38,opening,8,11374702,5001.79,2274485,0.03,b1c3,10,7.72,4
NegaScout,pos_38,opening,8,29278304,5000.80,5855660,0.01,b1c3,10,7.67,4
MCTS,pos_38,opening,20,5882280,5770.21,1019459,1002.24,g1f3,-8,1.22,0
Classic MCTS,pos_38,opening,16,190955,5141.09,37143,1022.81,d2d3,4,1.04,2
Pure Alpha-Beta,pos_39,opening,7,24006755,5001.38,4800390,0.01,e2e4,-15,11.73,2
Full Alpha-Beta,pos_39,opening,16,12050712,5000.38,2410142,0.02,e2e4,0,2.79,1
MTD(f),pos_39,opening,9,12169312,5001.53,2433375,0.05,e2e4,-5,7.48,1
NegaScout,pos_39,opening,7,24506440,5000.23,4901288,0.01,e2e4,-15,11.51,2
MCTS,pos_39,opening,20,6928126,5646.63,1227085,1000.97,e2e4,9,1.24,0
Classic MCTS,pos_39,opening,16,190255,5118.55,37173,1004.48,f3f4,3,1.06,2
Pure Alpha-Beta,pos_40,opening,8,30314593,5000.06,6062918,0.01,b1c3,33,8.26,0
Full Alpha-Beta,pos_40,opening,17,12783815,5001.12,2556251,0.01,g1f3,25,3.30,1
MTD(f),pos_40,opening,8,11710506,5000.21,2342101,0.04,b1c3,33,7.87,0
NegaScout,pos_40,opening,8,24428589,5000.44,4885717,0.01,b1c3,33,7.09,0
MCTS,pos_40,opening,20,6159793,5550.36,1109872,1003.36,b1c3,13,1.39,0
Classic MCTS,pos_40,opening,16,182876,5069.67,36077,1004.54,h2h3,4,1.08,0
Pure Alpha-Beta,pos_41,opening,8,26210416,5001.65,5241034,0.07,d5e6,0,6.42,3
Full Alpha-Beta,pos_41,opening,16,12275872,5001.27,2454683,0.30,d5e6,0,2.73,1
MTD(f),pos_41,opening,8,13041801,5000.06,2608360,0.17,d5e6,0,5.41,3
NegaScout,pos_41,opening,8,27504784,5000.85,5500956,0.07,d5e6,0,5.66,3
MCTS,pos_41,opening,20,6523551,5586.73,1167839,1003.51,d5d6,-8,1.43,1
Classic MCTS,pos_41,opening,16,165828,5129.28,32331,1034.65,d5c6,6,1.03,0
Pure Alpha-Beta,pos_42,opening,8,26452102,5001.03,5289362,0.02,a2a3,30,7.92,5
Full Alpha-Beta,pos_42,opening,17,13594775,5000.80,2718955,0.03,c2c3,12,2.61,4
MTD(f),pos_42,opening,8,12406831,5001.45,2480870,0.07,a2a3,30,8.50,6
NegaScout,pos_42,opening,8,25559157,5001.14,5110809,0.02,a2a3,30,6.72,5
MCTS,pos_42,opening,20,7683360,5657.48,1358203,1001.65,b4b5,28,1.29,0
Classic MCTS,pos_42,opening,16,181270,5113.82,35452,1026.15,e2e3,4,1.05,2
Pure Alpha-Beta,pos_43,opening,8,24748128,5000.79,4949625,0.01,e2e4,20,8.05,2
Full Alpha-Beta,pos_43,opening,18,11452628,5000.74,2290525,0.11,e2e4,57,2.36,2
MTD(f),pos_43,opening,10,22868091,5000.11,4573618,0.05,e2e4,15,7.11,2
NegaScout,pos_43,opening,8,20041833,5000.72,4008366,0.01,e2e4,20,7.49,2
MCTS,pos_43,opening,20,7371441,5891.44,1251305,1006.34,e2e4,30,1.20,0
Classic MCTS,pos_43,opening,16,190356,5126.67,37135,1013.50,b2b4,3,1.04,2
Pure Alpha-Beta,pos_44,opening,7,17457222,5000.01,3491444,0.01,d2d4,-30,9.15,3
Full Alpha-Beta,pos_44,opening,16,12411012,5001.42,2481706,0.02,b1c3,-44,2.64,6
MTD(f),pos_44,opening,9,20889712,5000.13,4177942,0.04,d2d4,-15,12.24,5
NegaScout,pos_44,opening,8,21729373,5000.36,4345874,0.01,b1c3,-30,8.28,4
MCTS,pos_44,opening,20,5482607,5781.66,948383,1004.01,b1c3,-25,0.95,1
Classic MCTS,pos_44,opening,16,183060,5119.33,35760,1024.83,h3g2,5,1.03,1
Pure Alpha-Beta,pos_45,opening,9,24785014,5000.77,4957002,0.02,h3c8,-45,6.40,5
Full Alpha-Beta,pos_45,opening,18,12959914,5000.87,2591982,0.02,h3c8,-23,2.40,3
MTD(f),pos_45,opening,8,11497570,5000.39,2299514,0.17,h3c8,-25,5.30,3
NegaScout,pos_45,opening,9,29393031,5000.28,5878606,0.02,h3c8,-45,5.96,5
MCTS,pos_45,opening,20,6188669,5745.06,1077226,1003.82,h3g2,-29,1.19,0
Classic MCTS,pos_45,opening,16,183469,5009.40,36627,1024.78,g3g4,4,1.03,1
Pure Alpha-Beta,pos_46,opening,7,23117896,5000.68,4623579,0.01,g1f3,-8,11.29,0
Full Alpha-Beta,pos_46,opening,17,12034254,5002.00,2406369,0.01,e2e4,23,2.74,1
MTD(f),pos_46,opening,8,10096695,5000.36,2019339,0.18,g1f3,35,10.54,0
NegaScout,pos_46,opening,8,23842933,5000.09,4768586,0.01,g1f3,35,9.11,0
MCTS,pos_46,opening,20,5225483,5746.39,909412,1008.70,e2e4,14,1.22,2
Classic MCTS,pos_46,opening,16,177919,5008.56,35526,1002.20,h2h4,7,1.07,1
Pure Alpha-Beta,pos_47,opening,8,26095698,5000.31,5219139,0.01,g1f3,44,8.21,2
Full Alpha-Beta,pos_47,opening,16,11796698,5000.94,2359339,0.01,d2d4,45,2.56,3
MTD(f),pos_47,opening,8,11018305,5000.45,2203661,0.09,d2d4,44,6.37,1
NegaScout,pos_47,opening,8,28729451,5000.01,5745890,0.01,g1f3,44,7.48,2
MCTS,pos_47,opening,20,6251790,5668.61,1102997,1009.60,g1f3,28,1.17,0
Classic MCTS,pos_47,opening,16,182093,5009.20,36353,1014.28,b2b3,7,1.06,2
Pure Alpha-Beta,pos_48,opening,7,22933564,5000.11,4586712,0.01,e2e4,0,9.80,1
Full Alpha-Beta,pos_48,opening,18,13017364,5001.58,2602952,0.01,d2d4,0,2.66,6
MTD(f),pos_48,opening,8,12193872,5000.80,2438774,0.12,e2e4,25,9.67,1
NegaScout,pos_48,opening,8,24428641,5000.07,4885728,0.01,e2e4,25,8.47,1
MCTS,pos_48,opening,20,5894356,5870.63,1004149,1004.11,g1f3,16,1.10,1
Classic MCTS,pos_48,opening,16,180888,5010.23,36105,1007.29,a1b1,3,1.08,3
