algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Full Alpha-Beta,pos_9,opening,12,1061012,501.70,2117788,0.03,b1c3,-15,2.99,0
MTD(f),pos_9,opening,6,913501,500.66,1827002,0.04,b1c3,-5,10.60,0
NegaScout,pos_9,opening,6,1912925,500.24,3825850,0.02,b1c3,-5,7.68,0
MCTS,pos_9,opening,17,630604,503.51,1253685,485.00,b1c3,-27,0.00,0
Classic MCTS,pos_9,opening,13,12819,501.80,25586,500.01,a2a4,14,0.00,0
Pure Alpha-Beta,pos_10,opening,5,1650728,501.43,3294866,0.02,b1c3,-25,15.23,0
Full Alpha-Beta,pos_10,opening,12,1106127,501.29,2207838,0.02,b1c3,-3,3.36,0
MTD(f),pos_10,opening,6,991334,502.11,1974768,0.09,b1c3,0,13.42,0
NegaScout,pos_10,opening,6,1904742,500.77,3809484,0.02,b1c3,0,11.25,0
MCTS,pos_10,opening,17,609278,505.40,1206491,485.00,f1b5,6,0.00,0
Classic MCTS,pos_10,opening,13,12616,500.76,25232,500.01,h3h4,19,0.00,0
Pure Alpha-Beta,pos_11,opening,6,2109562,500.52,4219124,0.02,f1d3,25,10.78,1
Full Alpha-Beta,pos_11,opening,12,1146484,501.04,2288391,0.02,b1c3,0,3.57,0
MTD(f),pos_11,opening,6,766000,501.44,1528942,0.11,b1c3,25,15.74,0
NegaScout,pos_11,opening,6,2084939,501.01,4161554,0.02,f1d3,25,10.34,1
MCTS,pos_11,opening,18,631975,508.50,1244045,485.00,b1c3,9,0.00,0
Classic MCTS,pos_11,opening,13,13108,500.74,26216,500.00,f1e2,11,0.00,0
Pure Alpha-Beta,pos_12,opening,6,2039901,500.92,4079802,0.01,b1c3,30,12.82,0
Full Alpha-Beta,pos_12,opening,12,1130587,501.34,2256660,0.02,b1c3,30,3.66,0
MTD(f),pos_12,opening,6,979010,501.77,1954111,0.11,b1c3,30,15.05,0
NegaScout,pos_12,opening,6,1908805,500.04,3817610,0.01,b1c3,30,10.20,0
MCTS,pos_12,opening,17,656763,506.21,1297950,485.00,f1b5,45,0.00,0
Classic MCTS,pos_12,opening,13,12273,500.67,24546,500.00,f1a6,18,0.00,0
Pure Alpha-Beta,pos_13,opening,6,1818754,500.83,3637508,0.02,b1c3,3,8.12,0
Full Alpha-Beta,pos_13,opening,13,1093782,501.96,2183197,0.03,b1c3,0,2.66,0
MTD(f),pos_13,opening,6,1015904,500.54,2031808,0.06,b1c3,3,17.07,0
NegaScout,pos_13,opening,7,1872013,500.69,3744026,0.02,b1c3,-13,7.34,0
MCTS,pos_13,opening,17,692326,506.05,1368233,485.00,b1c3,-20,0.00,0
Classic MCTS,pos_13,opening,13,12648,500.78,25296,500.00,c2c4,23,0.00,0
Pure Alpha-Beta,pos_14,opening,6,2064513,500.49,4129026,0.01,b1c3,50,12.82,0
Full Alpha-Beta,pos_14,opening,13,1101943,500.79,2203886,0.02,b1c3,41,3.95,0
MTD(f),pos_14,opening,6,999478,500.07,1998956,0.17,b1c3,50,14.73,0
NegaScout,pos_14,opening,6,2097240,500.26,4194480,0.01,b1c3,50,10.29,0
MCTS,pos_14,opening,17,678008,508.26,1334661,485.00,e1g1,47,0.00,0
Classic MCTS,pos_14,opening,13,13135,500.70,26270,500.00,d2d4,11,0.00,0
Pure Alpha-Beta,pos_15,opening,6,1785947,500.46,3571894,0.01,b1c3,25,11.57,0
Full Alpha-Beta,pos_15,opening,14,1155259,501.07,2305906,0.02,b1c3,15,2.86,0
MTD(f),pos_15,opening,6,1019959,500.22,2039918,0.08,b1c3,25,24.31,0
NegaScout,pos_15,opening,6,2240560,500.05,4481120,0.02,b1c3,25,9.94,0
MCTS,pos_15,opening,17,625984,506.98,1237122,485.00,e1g1,10,0.00,0
Classic MCTS,pos_15,opening,13,13451,500.63,26902,500.00,e2d3,18,0.00,0
Pure Alpha-Beta,pos_16,opening,6,1921099,501.03,3834528,0.02,b1c3,0,7.96,0
Full Alpha-Beta,pos_16,opening,12,1110125,500.91,2220250,0.03,b1c3,-15,2.58,0
MTD(f),pos_16,opening,6,995424,501.51,1986874,0.03,b1c3,0,30.05,0
NegaScout,pos_16,opening,6,1912873,500.93,3825746,0.03,b1c3,0,7.36,0
MCTS,pos_16,opening,17,592050,504.34,1174702,485.00,b1c3,-6,0.00,0
Classic MCTS,pos_16,opening,13,12853,500.86,25706,500.05,b1a3,26,0.00,0
Pure Alpha-Beta,pos_17,opening,7,1728619,500.82,3457238,0.01,e4f5,-20,6.95,0
Full Alpha-Beta,pos_17,opening,13,1106109,500.06,2212218,0.02,d2d3,-13,2.58,1
MTD(f),pos_17,opening,6,1515572,501.84,3025093,0.15,e4f5,15,12.06,0
NegaScout,pos_17,opening,7,1671263,500.54,3342526,0.01,e4f5,-20,6.32,0
MCTS,pos_17,opening,17,613905,502.48,1222918,485.00,e4f5,66,0.00,0
Classic MCTS,pos_17,opening,13,13363,500.70,26726,500.01,f3g5,17,0.00,0
Pure Alpha-Beta,pos_18,opening,6,1753195,500.71,3506390,0.02,b1c3,5,12.58,0
Full Alpha-Beta,pos_18,opening,12,1097846,500.05,2195692,0.03,f1c4,-2,3.11,1
MTD(f),pos_18,opening,6,1036358,501.67,2068578,0.10,b1c3,5,12.27,0
NegaScout,pos_18,opening,6,1851490,500.81,3702980,0.03,b1c3,5,10.17,0
MCTS,pos_18,opening,17,590920,505.48,1170138,485.00,f1b5,8,0.00,0
Classic MCTS,pos_18,opening,13,13128,500.61,26256,500.01,c2c4,14,0.00,0
Pure Alpha-Beta,pos_19,opening,6,2179162,500.33,4358324,0.02,b1c3,30,10.43,0
Full Alpha-Beta,pos_19,opening,13,1143182,501.36,2281800,0.03,d2d4,10,3.43,1
MTD(f),pos_19,opening,6,1052702,501.06,2101201,0.11,b1c3,30,16.68,0
NegaScout,pos_19,opening,6,2269251,500.92,4538502,0.02,b1c3,30,9.54,0
MCTS,pos_19,opening,17,602249,507.49,1187867,485.00,b1c3,12,0.00,0
Classic MCTS,pos_19,opening,13,13031,500.64,26062,500.01,h1g1,12,0.00,0
Pure Alpha-Beta,pos_20,opening,6,2039946,501.04,4071748,0.01,f1b5,33,11.44,1
Full Alpha-Beta,pos_20,opening,13,1045892,500.08,2091784,0.02,b1c3,20,2.66,0
MTD(f),pos_20,opening,6,978995,500.83,1957990,0.09,f1b5,33,16.58,1
NegaScout,pos_20,opening,6,2175074,500.67,4350148,0.02,f1b5,33,9.45,1
MCTS,pos_20,opening,17,559055,503.62,1111441,485.00,f1b5,27,0.00,0
Classic MCTS,pos_20,opening,13,12867,500.77,25734,500.01,b1a3,13,0.00,0
Pure Alpha-Beta,pos_21,opening,6,1904748,500.65,3809496,0.02,b1c3,-5,8.78,0
Full Alpha-Beta,pos_21,opening,13,1122680,500.23,2245360,0.03,b1c3,-2,3.02,0
MTD(f),pos_21,opening,6,995427,501.09,1986880,0.06,b1c3,-5,10.07,0
NegaScout,pos_21,opening,6,1908859,500.48,3817718,0.02,b1c3,-5,7.81,0
MCTS,pos_21,opening,17,715651,504.90,1419942,485.00,b1c3,-3,0.00,0
Classic MCTS,pos_21,opening,13,12558,500.79,25116,500.01,c2c4,14,0.00,0
Pure Alpha-Beta,pos_22,opening,6,1753195,500.51,3506390,0.02,b2b4,15,13.11,3
Full Alpha-Beta,pos_22,opening,12,1126478,500.81,2252956,0.03,b1c3,10,2.98,0
MTD(f),pos_22,opening,6,1032226,500.74,2064452,0.11,b2b4,15,11.81,3
NegaScout,pos_22,opening,6,2076783,500.18,4153566,0.02,b2b4,15,10.28,3
MCTS,pos_22,opening,17,647900,507.36,1277909,485.00,b2b4,32,0.00,0
Classic MCTS,pos_22,opening,13,13493,500.62,26986,500.00,b1c3,13,0.00,0
Pure Alpha-Beta,pos_23,opening,6,2175067,500.73,4350134,0.01,b1c3,35,13.01,0
Full Alpha-Beta,pos_23,opening,13,1171612,500.17,2343224,0.02,b1c3,35,2.78,0
MTD(f),pos_23,opening,6,1007671,500.99,2015342,0.14,b1c3,35,10.61,0
NegaScout,pos_23,opening,6,2158668,500.45,4317336,0.02,b1c3,35,9.97,0
MCTS,pos_23,opening,17,665373,511.38,1302099,485.00,f1b5,44,0.00,0
Classic MCTS,pos_23,opening,13,12702,500.60,25404,500.01,c2c4,22,0.00,0
Pure Alpha-Beta,pos_24,opening,6,2039942,500.53,4079884,0.01,b1c3,20,11.20,0
Full Alpha-Beta,pos_24,opening,14,1081574,501.22,2158830,0.04,b1c3,-2,2.82,0
MTD(f),pos_24,opening,6,970793,500.71,1941586,0.10,b1c3,20,11.60,0
NegaScout,pos_24,opening,6,2080854,500.82,4161708,0.02,b1c3,20,8.89,0
MCTS,pos_24,opening,17,694310,506.44,1372154,485.22,f1b5,9,0.00,0
Classic MCTS,pos_24,opening,13,13076,500.85,26152,500.01,a1a2,19,0.00,0
Pure Alpha-Beta,pos_25,opening,6,1958034,500.83,3916068,0.01,b1c3,10,12.64,2
Full Alpha-Beta,pos_25,opening,12,1093782,500.65,2187564,0.02,b1c3,3,3.13,0
MTD(f),pos_25,opening,6,1110052,500.71,2220104,0.08,b1c3,10,23.62,0
NegaScout,pos_25,opening,6,1708122,500.74,3416244,0.02,b1c3,10,10.53,2
MCTS,pos_25,opening,17,674040,505.08,1334732,485.06,c1g5,0,0.00,0
Classic MCTS,pos_25,opening,13,13032,500.64,26064,500.00,e1d2,17,0.00,0
Pure Alpha-Beta,pos_26,opening,6,1589326,501.07,3172307,0.01,b1c3,48,12.98,0
Full Alpha-Beta,pos_26,opening,13,1269825,501.43,2534580,0.02,f1e2,28,3.06,1
MTD(f),pos_26,opening,6,1114172,500.38,2228344,0.15,b1c3,48,13.82,0
NegaScout,pos_26,opening,6,2363450,500.24,4726900,0.01,b1c3,48,10.53,0
MCTS,pos_26,opening,17,598674,506.23,1183150,485.03,b1c3,39,0.00,0
Classic MCTS,pos_26,opening,13,11784,500.67,23568,500.01,f1e2,22,0.00,0
Pure Alpha-Beta,pos_27,opening,7,1822848,500.86,3645696,0.02,e4d5,10,8.12,2
Full Alpha-Beta,pos_27,opening,14,1122534,501.03,2240586,0.05,e4d5,14,3.07,2
MTD(f),pos_27,opening,6,1237113,500.50,2474226,0.22,e4d5,40,11.00,2
NegaScout,pos_27,opening,7,1843299,500.90,3686598,0.03,e4d5,10,7.57,2
MCTS,pos_27,opening,17,560038,503.50,1113395,485.07,e4d5,8,0.00,0
Classic MCTS,pos_27,opening,13,12566,500.68,25132,500.01,d3d4,17,0.00,0
Pure Alpha-Beta,pos_28,opening,6,2326614,500.45,4653228,0.02,b1c3,45,11.62,0
Full Alpha-Beta,pos_28,opening,13,1245376,501.03,2485780,0.02,f1e2,22,4.31,1
MTD(f),pos_28,opening,6,1085482,500.71,2170964,0.14,b1c3,45,17.25,0
NegaScout,pos_28,opening,6,2216020,500.74,4432040,0.02,b1c3,45,9.79,0
MCTS,pos_28,opening,18,671498,506.51,1327071,485.00,b1c3,50,0.00,0
Classic MCTS,pos_28,opening,13,13155,500.63,26310,500.00,a2a3,17,0.00,0
Pure Alpha-Beta,pos_29,opening,6,2162777,500.49,4325554,0.01,b1c3,25,11.48,0
Full Alpha-Beta,pos_29,opening,13,1192169,501.20,2379578,0.02,b1c3,-7,3.41,0
MTD(f),pos_29,opening,6,1032240,502.03,2056254,0.11,b1c3,25,17.52,0
NegaScout,pos_29,opening,6,2265175,500.07,4530350,0.01,b1c3,25,9.75,0
MCTS,pos_29,opening,17,654225,507.29,1290384,485.09,b1c3,36,0.00,0
Classic MCTS,pos_29,opening,13,13287,500.64,26574,500.01,g2g3,15,0.00,0
Pure Alpha-Beta,pos_30,opening,7,1904836,500.83,3809672,0.01,e4f5,30,7.20,0
Full Alpha-Beta,pos_30,opening,13,1134792,500.89,2269584,0.02,e4f5,37,2.96,0
MTD(f),pos_30,opening,6,1347632,502.47,2684525,0.18,e4f5,45,12.28,0
NegaScout,pos_30,opening,7,2019439,500.51,4038878,0.01,e4f5,30,6.80,0
MCTS,pos_30,opening,17,714777,516.00,1387916,485.00,e4f5,98,0.00,0
Classic MCTS,pos_30,opening,13,12674,500.61,25348,500.00,c2c4,16,0.00,0
Pure Alpha-Beta,pos_31,opening,6,2637937,500.55,5275874,0.01,b1c3,32,11.28,0
Full Alpha-Beta,pos_31,opening,13,1225006,501.51,2445121,0.02,b1c3,5,2.92,0
MTD(f),pos_31,opening,6,1028131,500.67,2056262,0.13,b1c3,32,17.65,0
NegaScout,pos_31,opening,6,2654271,500.74,5308542,0.01,b1c3,32,9.68,0
MCTS,pos_31,opening,17,659151,508.13,1297541,485.00,b1c3,32,0.00,0
Classic MCTS,pos_31,opening,13,12925,500.74,25850,500.00,h2h3,13,0.00,0
Pure Alpha-Beta,pos_32,opening,6,2424886,500.04,4849772,0.01,b1c3,45,10.00,0
Full Alpha-Beta,pos_32,opening,13,1212567,500.95,2425134,0.02,f1e2,22,3.67,3
MTD(f),pos_32,opening,6,1093661,501.26,2182956,0.12,b1c3,45,14.62,0
NegaScout,pos_32,opening,6,2490430,500.22,4980860,0.02,b1c3,45,9.13,0
MCTS,pos_32,opening,17,621799,506.09,1228851,485.00,b1c3,37,0.00,0
Classic MCTS,pos_32,opening,13,13143,500.85,26286,500.00,f3g5,12,0.00,0
Pure Alpha-Beta,pos_33,opening,6,2408508,500.31,4817016,0.01,b1c3,38,10.60,0
Full Alpha-Beta,pos_33,opening,13,1216656,502.57,2423617,0.02,f1e2,15,3.45,1
MTD(f),pos_33,opening,6,1134627,501.73,2264724,0.13,b1c3,38,14.86,0
NegaScout,pos_33,opening,6,2428986,500.12,4857972,0.01,b1c3,38,9.45,0
MCTS,pos_33,opening,17,607140,506.21,1199881,485.00,b1c3,31,0.00,0
Classic MCTS,pos_33,opening,13,12497,500.94,24994,500.00,b2b3,22,0.00,0
Pure Alpha-Beta,pos_34,opening,6,1888319,500.99,3776638,0.02,b1c3,3,10.68,0
Full Alpha-Beta,pos_34,opening,14,1101983,500.93,2203966,0.03,b1c3,-5,2.64,0
MTD(f),pos_34,opening,6,1048668,502.21,2088980,0.08,b1c3,3,22.91,0
NegaScout,pos_34,opening,6,1941549,500.31,3883098,0.02,b1c3,3,9.59,0
MCTS,pos_34,opening,17,630742,506.30,1246525,485.00,e1g1,17,0.00,0
Classic MCTS,pos_34,opening,13,13425,500.86,26850,500.00,h1f1,15,0.00,0
Pure Alpha-Beta,pos_35,opening,5,1716239,502.94,3418802,0.02,b1c3,-20,14.39,0
Full Alpha-Beta,pos_35,opening,14,1171560,501.54,2338443,0.03,b1c3,-5,3.71,0
MTD(f),pos_35,opening,6,1011783,501.80,2019526,0.18,b1c3,3,10.18,0
NegaScout,pos_35,opening,6,1830992,500.63,3661984,0.03,b1c3,3,10.74,0
MCTS,pos_35,opening,18,661398,508.92,1301964,485.00,e1g1,36,0.00,0
Classic MCTS,pos_35,opening,13,12429,501.09,24808,500.00,a2a3,12,0.00,0
Pure Alpha-Beta,pos_36,opening,7,1933421,502.23,3851436,0.01,h2h3,25,7.90,1
Full Alpha-Beta,pos_36,opening,12,1032341,501.63,2060560,0.02,h2h3,30,2.96,2
MTD(f),pos_36,opening,6,1073189,501.25,2142093,0.16,h2h3,45,5.70,1
NegaScout,pos_36,opening,6,1564762,500.45,3129524,0.02,h2h3,45,8.37,1
MCTS,pos_36,opening,18,644893,513.36,1257101,485.00,e1g1,33,0.00,0
Classic MCTS,pos_36,opening,13,12418,501.01,24786,500.00,a2a4,19,0.00,0
Pure Alpha-Beta,pos_37,opening,6,1314924,501.78,2624598,0.02,b1c3,50,11.71,0
Full Alpha-Beta,pos_37,opening,13,1106016,500.46,2212032,0.02,b1c3,20,4.76,0
MTD(f),pos_37,opening,6,970774,502.00,1937672,0.19,b1c3,50,13.20,0
NegaScout,pos_37,opening,6,1519696,500.85,3039392,0.02,b1c3,50,9.74,0
MCTS,pos_37,opening,17,381328,503.67,758107,485.00,e1g1,62,0.00,0
Classic MCTS,pos_37,opening,13,12269,500.62,24538,500.01,d3f1,14,0.00,0
Pure Alpha-Beta,pos_38,opening,6,1654858,500.57,3309716,0.02,b1c3,45,10.04,0
Full Alpha-Beta,pos_38,opening,13,1048804,500.39,2097608,0.02,b1c3,10,4.47,0
MTD(f),pos_38,opening,6,962615,501.16,1921387,0.18,b1c3,45,12.40,0
NegaScout,pos_38,opening,6,1753166,500.48,3506332,0.02,b1c3,45,9.37,0
MCTS,pos_38,opening,17,503964,505.92,997948,485.00,e1g1,68,0.00,0
Classic MCTS,pos_38,opening,13,12317,500.76,24634,500.00,f3e5,22,0.00,0
Pure Alpha-Beta,pos_39,opening,6,2007114,500.58,4014228,0.01,b1c3,35,11.39,0
Full Alpha-Beta,pos_39,opening,14,1126508,500.60,2253016,0.02,b1c3,8,2.85,0
MTD(f),pos_39,opening,6,917558,501.36,1831453,0.13,b1c3,35,13.94,0
NegaScout,pos_39,opening,6,1806433,500.48,3612866,0.02,b1c3,35,9.51,0
MCTS,pos_39,opening,17,610552,506.73,1206624,485.00,e1g1,28,0.00,0
Classic MCTS,pos_39,opening,13,12481,500.76,24962,500.01,h1g1,10,0.00,0
Pure Alpha-Beta,pos_40,opening,6,2199628,500.27,4399256,0.01,b1c3,35,10.07,0
Full Alpha-Beta,pos_40,opening,13,1208349,501.12,2411874,0.02,b1c3,8,2.43,0
MTD(f),pos_40,opening,6,1081404,500.16,2162808,0.10,b1c3,35,14.02,0
NegaScout,pos_40,opening,6,2056287,502.11,4096189,0.01,b1c3,35,8.93,0
MCTS,pos_40,opening,17,539444,511.08,1055663,485.04,e1g1,27,0.00,0
Classic MCTS,pos_40,opening,13,11952,501.00,23856,500.01,d1e2,15,0.00,0
Pure Alpha-Beta,pos_41,opening,6,1695779,501.20,3384788,0.01,b1c3,40,9.04,0
Full Alpha-Beta,pos_41,opening,12,1044633,501.59,2085095,0.02,e1g1,14,2.90,1
MTD(f),pos_41,opening,6,987183,500.37,1974366,0.07,b1c3,40,20.60,0
NegaScout,pos_41,opening,7,1814615,500.59,3629230,0.01,b1c3,15,8.10,0
MCTS,pos_41,opening,17,663417,509.81,1303373,485.00,e1g1,42,0.00,0
Classic MCTS,pos_41,opening,12,11608,502.86,23123,500.01,d1e2,15,0.00,0
Pure Alpha-Beta,pos_42,opening,6,1876057,501.40,3744624,0.01,b1c3,45,11.55,0
Full Alpha-Beta,pos_42,opening,13,1097872,501.40,2191361,0.02,b1a3,15,4.66,1
MTD(f),pos_42,opening,6,847903,500.69,1695806,0.17,b1c3,45,13.82,0
NegaScout,pos_42,opening,6,2187345,500.17,4374690,0.02,b1c3,45,9.67,0
MCTS,pos_42,opening,17,669680,506.23,1323478,485.00,e1g1,69,0.00,0
Classic MCTS,pos_42,opening,13,12222,502.07,24346,500.01,f3e5,16,0.00,0
Pure Alpha-Beta,pos_43,opening,7,1732748,500.46,3465496,0.01,e4f5,55,7.02,0
Full Alpha-Beta,pos_43,opening,12,1061022,502.02,2113589,0.02,e4f5,40,2.98,0
MTD(f),pos_43,opening,6,1478693,500.65,2957386,0.20,e4f5,70,9.01,0
NegaScout,pos_43,opening,7,1708110,500.82,3416220,0.01,e4f5,55,6.70,0
MCTS,pos_43,opening,17,636134,507.65,1254702,485.00,e4f5,101,0.00,0
Classic MCTS,pos_43,opening,13,12505,501.86,24960,500.00,g2g3,15,0.00,0
Pure Alpha-Beta,pos_44,opening,6,1859655,500.08,3719310,0.01,b1c3,40,11.14,0
Full Alpha-Beta,pos_44,opening,12,954630,501.40,1905449,0.02,b1c3,6,4.85,0
MTD(f),pos_44,opening,6,938031,500.02,1876062,0.15,b1c3,40,12.67,0
NegaScout,pos_44,opening,6,1933398,501.00,3866796,0.02,b1c3,40,9.82,0
MCTS,pos_44,opening,17,635611,511.46,1243857,485.01,e1g1,65,0.00,0
Classic MCTS,pos_44,opening,13,12324,500.60,24648,500.00,h1g1,18,0.00,0
Pure Alpha-Beta,pos_45,opening,6,1773616,500.22,3547232,0.02,b1c3,-10,8.35,0
Full Alpha-Beta,pos_45,opening,12,1089780,500.03,2179560,0.03,b1c3,-20,2.66,0
MTD(f),pos_45,opening,6,954464,501.95,1905117,0.06,b1c3,-10,8.05,0
NegaScout,pos_45,opening,6,1859641,501.19,3711858,0.02,b1c3,-10,7.83,0
MCTS,pos_45,opening,17,667073,513.23,1300337,485.00,b1c3,-33,0.00,0
Classic MCTS,pos_45,opening,13,12957,500.64,25914,500.01,a2a3,18,0.00,0
Pure Alpha-Beta,pos_46,opening,7,1683573,500.60,3367146,0.02,e4d5,-15,8.27,1
Full Alpha-Beta,pos_46,opening,14,1073492,501.04,2142698,0.03,e4d5,0,3.07,1
MTD(f),pos_46,opening,6,1015862,501.96,2027668,0.09,e4d5,35,33.30,1
NegaScout,pos_46,opening,7,1765446,501.12,3523844,0.02,e4d5,-15,6.54,1
MCTS,pos_46,opening,17,640681,508.48,1261183,485.00,e4d5,10,0.00,0
Classic MCTS,pos_46,opening,12,10234,500.62,20468,500.01,e1e2,10,0.00,0
Pure Alpha-Beta,pos_47,opening,6,1941592,500.94,3883184,0.01,b1c3,26,12.73,0
Full Alpha-Beta,pos_47,opening,12,942290,501.01,1880818,0.02,b1c3,31,5.22,0
MTD(f),pos_47,opening,6,815188,501.86,1627121,0.10,b1c3,26,17.08,0
NegaScout,pos_47,opening,6,1499232,502.32,2986517,0.02,b1c3,26,10.34,0
MCTS,pos_47,opening,17,433459,508.42,853265,485.00,f1b5,32,0.00,0
Classic MCTS,pos_47,opening,12,10963,500.57,21926,500.00,h2h4,20,0.00,0
Pure Alpha-Beta,pos_48,opening,5,1699933,500.61,3399866,0.02,b1c3,-30,14.22,0
Full Alpha-Beta,pos_48,opening,13,1044691,501.14,2085211,0.03,b1c3,-14,2.86,0
MTD(f),pos_48,opening,6,958564,501.21,1913301,0.08,b1c3,-5,16.05,0
NegaScout,pos_48,opening,6,1712223,500.06,3424446,0.02,b1c3,-5,10.52,0
MCTS,pos_48,opening,17,612987,507.79,1209047,485.00,f1b5,-5,0.00,0
Classic MCTS,pos_48,opening,13,12723,500.92,25446,500.01,h2h3,11,0.00,0
Pure Alpha-Beta,pos_49,opening,6,2220103,500.05,4440206,0.01,b1c3,10,11.45,0
Full Alpha-Beta,pos_49,opening,12,1163384,500.47,2326768,0.02,b1c3,-5,2.98,0
MTD(f),pos_49,opening,6,983085,501.89,1962245,0.04,b1c3,10,26.53,0
NegaScout,pos_49,opening,6,2383967,500.11,4767934,0.01,b1c3,10,9.83,0
MCTS,pos_49,opening,17,632926,508.03,1245917,485.00,b1c3,12,0.00,0
Classic MCTS,pos_49,opening,13,12606,500.87,25212,500.01,a2a4,12,0.00,0
Pure Alpha-Beta,pos_50,opening,7,1826935,500.69,3653870,0.04,d1a4,-17,8.56,3
Full Alpha-Beta,pos_50,opening,12,1044802,500.24,2089604,0.05,e4d5,-10,3.63,4
MTD(f),pos_50,opening,6,1044507,500.92,2089014,0.11,f1b5,5,8.90,2
NegaScout,pos_50,opening,7,1863803,500.03,3727606,0.06,d1a4,-17,8.06,3
